road_id,OBJECTID,DISSOLVE_ID,class,subtype,RoadClass,LandUse,RoadLength,SpeedLimit,SpeedLimitFloor,PercentileBand,RankedPercentile,MedianSpeed,F85thPercentileSpeed,PercentOverLimit,NumberOverLimit,Pass,ExcludeFromSpeedSPI,AnalysisStatus,coord_lng1,coord_lat1,coord_lng2,coord_lat2,StreetImageLink,Shape_Length,yolo_images_found,yolo_total_vehicles,yolo_total_pedestrians,yolo_total_cars,yolo_total_trucks,yolo_total_buses,yolo_total_motorcycles,yolo_total_bicycles,yolo_max_vehicles_single_image,yolo_avg_vehicles_per_image,yolo_per_heading_json,vlm_images_sent,vlm_greenery_score,vlm_greenery_intensity,vlm_footpath_score,vlm_lighting_score,vlm_shade_score,vlm_road_condition_score,vlm_building_height_score,vlm_building_density_score,vlm_population_density_score,vlm_land_use_type,vlm_overall_walkability,vlm_lane_marking_quality,vlm_lane_count,vlm_curvature_visible,vlm_intersection_visible,vlm_lane_width_estimate,vlm_vlm_notes,yolo_processed_at,vlm_processed_at
841,841,TR/12708,trunk,road,trunk,URBAN,0.575245693,55,55,0-5%,0.20972568578553616,46.333333333333336,61,0.2847312703583062,6993,1,0,Valid,78.2622326,21.4754237,78.2676073,21.4766999,"78.2622326,21.4754237,78.2676073,21.4766999",575.2456925279679,4,8,0,8,0,0,0,0,4,2.0,"{""0"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 3}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""270"": {""vehicles"": 4, ""pedestrians"": 0, ""by_class"": {""car"": 4}}}",4,3,moderate,0,0,0,7,5,5,5,mixed,3,7,2,0,0,standard,"The road has a moderate amount of greenery and is in good condition, but there are no sidewalks or streetlights. The area appears to be a mix of residential and commercial use.",2026-06-24 04:07:04,2026-06-24 05:15:37
842,842,PR/4067,primary,road,primary,RURAL,19.158411078,55,55,0-5%,0.20997506234413965,37,45,0,0,1,0,Valid,73.8862893,19.3446928,73.9567168,19.2678841,"73.8862893,19.3446928,73.9567168,19.2678841",19158.41107799987,4,0,0,0,0,0,0,0,0,0.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,6,moderate,0,0,0,5,0,0,0,open_land,2,0,0,1,0,unknown,Rural road with sparse vegetation and no visible infrastructure or buildings.,2026-06-24 04:07:05,2026-06-24 05:15:42
843,843,PR/2527,primary,road,primary,RURAL,0.777981205,55,55,0-5%,0.21022443890274314,22,31.5,0,0,1,0,Valid,78.9182712,21.3813899,78.921639,21.3854839,"78.9182712,21.3813899,78.921639,21.3854839",777.9812051482384,4,7,2,3,2,0,1,1,7,1.75,"{""0"": {""vehicles"": 7, ""pedestrians"": 1, ""by_class"": {""truck"": 2, ""car"": 3, ""person"": 1, ""motorcycle"": 1, ""bicycle"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""train"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,6,moderate,2,2,3,7,3,5,5,residential_low,5,3,2,0,0,standard,"The road is moderately shaded with trees and grass, and has a standard width with visible lane markings. The surroundings suggest a residential area with moderate greenery and a few buildings.",2026-06-24 04:07:06,2026-06-24 05:15:47
844,844,SE/8223,secondary,road,secondary,RURAL,1.3122245170000002,55,55,0-5%,0.21047381546134664,30,40.75,0,0,1,0,Valid,74.3661436,18.5587976,74.3783485,18.5589405,"74.3661436,18.5587976,74.3783485,18.5589405",1312.2245173699653,4,0,1,0,0,0,0,0,0,0.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,3,moderate,0,0,0,5,0,5,5,residential_low,5,0,2,0,0,standard,The road is in a rural area with moderate greenery and a mix of residential and open land use. The road appears to be in good condition with two lanes.,2026-06-24 04:07:07,2026-06-24 05:15:53
845,845,SE/5665,secondary,road,secondary,RURAL,10.049120413,55,55,0-5%,0.21072319201995013,40,49,0,0,1,0,Valid,74.7316289,19.2949269,74.7543463,19.3758597,"74.7316289,19.2949269,74.7543463,19.3758597",10049.12041328811,4,1,1,1,0,0,0,0,1,0.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""bench"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""traffic light"": 1, ""car"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,3,moderate,2,0,4,6,3,7,6,residential_low,6,0,0,0,0,unknown,"The road is surrounded by modest residential buildings with some greenery, but the road surface appears uneven and the footpaths are not continuous. The area seems quiet with no visible street lighting.",2026-06-24 04:07:08,2026-06-24 05:15:58
846,846,SE/7625,secondary,road,secondary,RURAL,4.979499634,55,55,0-5%,0.21097256857855362,33.25,42.5,0,0,1,0,Valid,74.2278479,16.6185883,74.2681024,16.6158073,"74.2278479,16.6185883,74.2681024,16.6158073",4979.499634109342,4,5,0,3,1,0,1,0,3,1.25,"{""0"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,2,sparse,0,0,0,2,5,7,6,residential_low,3,0,0,0,0,unknown,The road appears to be in a rural or semi-urban area with low residential density and limited greenery. The road surface is uneven and there are no visible lane markings.,2026-06-24 04:07:09,2026-06-24 05:16:03
847,847,PR/1175,primary,road,primary,RURAL,17.141085755,55,55,0-5%,0.2112219451371571,37,49.5,0.0867992766726944,48,1,0,Valid,75.9333061,19.2774051,76.0861422,19.2457587,"75.9333061,19.2774051,76.0861422,19.2457587",17141.08575515595,4,3,0,0,1,0,1,1,1,0.75,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""motorcycle"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bicycle"": 1}}}",4,2,sparse,0,0,0,5,3,5,5,commercial,2,5,2,0,0,standard,"The road is in good condition with standard lane width and some commercial buildings along the sides, but there is sparse greenery and no footpaths.",2026-06-24 04:07:10,2026-06-24 05:16:08
848,848,SE/6309,secondary,road,secondary,RURAL,5.909817711,55,55,0-5%,0.2114713216957606,26.5,38.5,0,0,1,0,Valid,74.2807692,19.8661226,74.332037,19.8730819,"74.2807692,19.8661226,74.332037,19.8730819",5909.817710627628,4,11,10,1,1,0,8,1,5,2.75,"{""0"": {""vehicles"": 5, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 4, ""backpack"": 1, ""bicycle"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 1}}, ""270"": {""vehicles"": 4, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""car"": 1, ""motorcycle"": 2, ""truck"": 1}}}",4,2,sparse,0,0,0,5,3,5,5,mixed,3,0,2,0,0,standard,"The road is in a semi-rural area with sparse vegetation and a mix of residential and commercial buildings. The road appears to be in good condition with a standard width, and there are no visible lane markings.",2026-06-24 04:07:11,2026-06-24 05:16:14
849,849,SE/10331,secondary,road,secondary,RURAL,1.6528877130000001,,,0-5%,0.2117206982543641,32.5,42.5,0.4277014094310075,2458,1,1,Valid,73.5394861,18.7620946,73.553114,18.7656853,"73.5394861,18.7620946,73.553114,18.7656853",1652.8877133292497,4,14,1,4,2,0,8,0,7,3.5,"{""0"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 2, ""truck"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""motorcycle"": 1, ""car"": 1}}, ""270"": {""vehicles"": 7, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""motorcycle"": 7}}}",4,2,sparse,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The road is in a commercial area with some greenery and a mix of buildings, but the walkability is low due to the lack of footpaths and street lighting.",2026-06-24 04:07:12,2026-06-24 05:16:19
850,850,PR/2239,primary,road,primary,URBAN,1.6716503479999998,45,45,0-5%,0.2119700748129676,28.25,38,0.036776350519092026,418,1,0,Valid,76.3688015,18.7284908,76.383777,18.7323943,"76.3688015,18.7284908,76.383777,18.7323943",1671.6503479753712,4,7,7,1,1,1,4,0,5,1.75,"{""0"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""motorcycle"": 2, ""person"": 1, ""car"": 1, ""truck"": 1, ""bus"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 3, ""by_class"": {""person"": 3}}, ""270"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 2}}}",4,3,moderate,2,0,4,6,3,6,5,mixed,5,7,2,0,0,standard,"The road has moderate greenery, some footpaths, and is moderately shaded by trees. The road appears to be in good condition with standard lane width and clear lane markings. The area has a mix of residential and commercial buildings.",2026-06-24 04:07:13,2026-06-24 05:16:24
851,851,SE/4909,secondary,road,secondary,URBAN,2.578178441,45,45,0-5%,0.21221945137157108,32,39.5,0.02440347071583514,90,1,0,Valid,74.4291733,17.980135,74.4171029,17.9632412,"74.4291733,17.980135,74.4171029,17.9632412",2578.1784405747217,4,10,4,3,2,0,5,0,5,2.5,"{""0"": {""vehicles"": 2, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 2, ""airplane"": 1}}, ""90"": {""vehicles"": 5, ""pedestrians"": 1, ""by_class"": {""truck"": 1, ""car"": 2, ""person"": 1, ""motorcycle"": 2}}, ""180"": {""vehicles"": 3, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""truck"": 1, ""motorcycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,5,7,5,5,5,residential_low,5,0,2,0,0,standard,"The road is surrounded by trees and has a moderate amount of shade, suggesting a residential area with some greenery.",2026-06-24 04:07:14,2026-06-24 05:16:29
852,852,SE/6722,secondary,road,secondary,RURAL,3.1579902900000003,45,45,0-5%,0.21246882793017458,19.333333333333332,26.5,0,0,1,0,Valid,74.1889007,21.5610619,74.2124789,21.5628851,"74.1889007,21.5610619,74.2124789,21.5628851",3157.990290429538,4,4,1,2,1,0,0,1,1,1.0,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bicycle"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}}",4,8,dense,0,0,6,7,0,0,0,open_land,2,7,2,1,0,standard,"The road is surrounded by lush greenery and has a slight curve, with a mix of natural and man-made structures.",2026-06-24 04:07:15,2026-06-24 05:16:35
853,853,SE/9616,secondary,road,secondary,RURAL,21.472069439,55,55,0-5%,0.21271820448877807,57,71.25,0.5416666666666666,481,1,0,Valid,80.1290847,20.7378389,80.1196879,20.8931248,"80.1290847,20.7378389,80.1196879,20.8931248",21472.06943916193,4,2,1,1,1,0,0,0,2,0.5,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""truck"": 1, ""car"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}}",4,5,moderate,2,0,3,3,5,5,5,mixed,5,0,0,0,0,unknown,"The road is unpaved and has some vegetation along the sides, with a mix of residential and commercial buildings nearby.",2026-06-24 04:07:15,2026-06-24 05:16:40
854,854,SE/4151,secondary,road,secondary,RURAL,3.297498321,55,55,0-5%,0.21296758104738153,36.5,44.5,0,0,1,0,Valid,73.6829035,15.9881748,73.6592024,16.0041142,"73.6829035,15.9881748,73.6592024,16.0041142",3297.4983211737754,4,11,2,7,2,0,2,0,6,2.75,"{""0"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1, ""truck"": 1}}, ""90"": {""vehicles"": 6, ""pedestrians"": 1, ""by_class"": {""car"": 5, ""person"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1, ""motorcycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,3,moderate,2,0,6,6,5,8,7,mixed,6,7,2,0,1,standard,"The street has a mix of residential and commercial buildings, with some greenery and a moderate level of pedestrian walkability.",2026-06-24 04:07:16,2026-06-24 05:16:45
855,855,SE/8640,secondary,road,secondary,RURAL,3.855827831,55,55,0-5%,0.21321695760598502,47.5,60,0.2693548387096774,668,1,0,Valid,75.9945696,17.5621063,76.0225991,17.5399797,"75.9945696,17.5621063,76.0225991,17.5399797",3855.827831052619,4,5,3,1,1,0,3,0,4,1.25,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 4, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""cow"": 2, ""car"": 1, ""motorcycle"": 3}}}",4,7,dense,0,0,7,3,0,0,0,open_land,2,0,0,0,0,unknown,The road is surrounded by dense greenery and appears to be in a rural area with no visible buildings or human activity.,2026-06-24 04:07:17,2026-06-24 05:16:50
856,856,PR/2235,primary,road,primary,RURAL,1.8553252809999998,55,55,0-5%,0.21346633416458852,50.25,63.75,0.40346127815914146,4173,1,0,Valid,76.6377748,18.5156537,76.6208209,18.5198881,"76.6377748,18.5156537,76.6208209,18.5198881",1855.3252809341084,4,12,5,3,0,0,7,2,4,3.0,"{""0"": {""vehicles"": 4, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 4}}, ""90"": {""vehicles"": 4, ""pedestrians"": 1, ""by_class"": {""car"": 2, ""person"": 1, ""motorcycle"": 2}}, ""180"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""bicycle"": 2}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1}}}",4,5,moderate,2,0,2,5,5,5,5,mixed,5,0,2,0,0,standard,"The road is surrounded by greenery and has a mix of residential and commercial buildings, with moderate pedestrian walkability.",2026-06-24 04:07:18,2026-06-24 05:16:55
857,857,SE/4563,secondary,road,secondary,RURAL,6.966723056,,,0-5%,0.213715710723192,33,41.166666666666664,0.16722568279827504,698,1,1,Valid,73.5904328,17.4936801,73.6269428,17.4530403,"73.5904328,17.4936801,73.6269428,17.4530403",6966.723056268591,4,8,3,4,0,2,1,1,6,2.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {""traffic light"": 1}}, ""90"": {""vehicles"": 6, ""pedestrians"": 0, ""by_class"": {""bus"": 2, ""car"": 4}}, ""180"": {""vehicles"": 2, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""motorcycle"": 1, ""bicycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,2,sparse,0,0,0,4,2,5,5,residential_low,4,0,2,0,0,standard,"The road appears to be in a rural area with modest residential structures and limited greenery. The road surface is in fair condition, but there are no sidewalks or streetlights visible.",2026-06-24 04:07:19,2026-06-24 05:17:00
858,858,SE/5992,secondary,road,secondary,RURAL,28.323980733,55,55,0-5%,0.2139650872817955,38.5,47.25,0.042335766423357665,29,1,0,Valid,76.5960516,18.5289694,76.4376272,18.5966743,"76.5960516,18.5289694,76.4376272,18.5966743",28323.98073292283,4,11,7,7,2,0,2,0,8,2.75,"{""0"": {""vehicles"": 8, ""pedestrians"": 4, ""by_class"": {""car"": 5, ""person"": 4, ""motorcycle"": 1, ""truck"": 2}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 2, ""bench"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}}",4,1,sparse,3,2,0,7,5,9,8,mixed,6,4,2,0,0,standard,"The street has a mix of residential and commercial buildings, with some greenery along the sides. The road appears to be in good condition with moderate footpath continuity.",2026-06-24 04:07:20,2026-06-24 05:17:06
859,859,PR/1856,primary,road,primary,RURAL,18.271272468,55,55,0-5%,0.214214463840399,62,75.5,0.7212806026365348,383,1,0,Valid,77.5798972,21.1199449,77.7015402,21.2317334,"77.5798972,21.1199449,77.7015402,21.2317334",18271.272467754512,4,5,1,2,0,0,2,1,2,1.25,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""motorcycle"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""motorcycle"": 1}}, ""270"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""person"": 1, ""bicycle"": 1}}}",4,5,moderate,0,0,2,6,3,5,5,residential_low,4,6,2,0,0,standard,"The road is moderately shaded by trees and has a standard width, suitable for two lanes of traffic. The surroundings suggest a low-density residential area with some commercial activity.",2026-06-24 04:07:21,2026-06-24 05:17:11
860,860,SE/9442,secondary,road,secondary,RURAL,1.3938739660000001,55,55,0-5%,0.2144638403990025,74,90.5,0.9333046471600689,6507,1,0,Valid,79.17931,19.8568151,79.1784775,19.8443113,"79.17931,19.8568151,79.1784775,19.8443113",1393.8739663799236,4,3,0,0,2,1,0,0,1,0.75,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bus"": 1}}}",4,8,dense,0,0,5,8,0,0,0,open_land,2,8,2,0,0,standard,"The road is surrounded by lush greenery and has a well-maintained surface, but no pedestrian paths or street lighting are visible.",2026-06-24 04:07:22,2026-06-24 05:17:16
861,861,SE/5610,secondary,road,secondary,RURAL,14.951304203000001,55,55,0-5%,0.21471321695760598,24.5,35.5,0,0,1,0,Valid,74.7666599,18.570185,74.7620793,18.4533453,"74.7666599,18.570185,74.7620793,18.4533453",14951.304202544154,4,2,3,1,1,0,0,0,1,0.5,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""90"": {""vehicles"": 1, ""pedestrians"": 1, ""by_class"": {""car"": 1, ""person"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""fire hydrant"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,5,5,0,5,5,residential_low,5,0,0,0,0,unknown,"The road is surrounded by trees and vegetation, providing some shade. The road appears to be in good condition, but there are no visible footpaths or lane markings. The area seems to be residential with low building density.",2026-06-24 04:07:23,2026-06-24 05:17:21
862,862,SE/4824,secondary,road,secondary,RURAL,2.8637638579999996,55,55,0-5%,0.21496259351620947,27.333333333333332,36.55555555555556,0,0,1,0,Valid,74.420425,17.0815473,74.4343245,17.1009545,"74.420425,17.0815473,74.4343245,17.1009545",2863.7638583083913,4,10,3,1,1,1,7,0,7,2.5,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""truck"": 1}}, ""90"": {""vehicles"": 7, ""pedestrians"": 2, ""by_class"": {""car"": 1, ""motorcycle"": 6, ""person"": 2}}, ""180"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""270"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""bus"": 1, ""motorcycle"": 1}}}",4,2,sparse,0,0,0,5,5,5,5,commercial,2,0,2,0,0,standard,"The street has a mix of commercial and residential buildings, with some greenery along the sides. The road appears to be in good condition, but there are no visible lane markings or footpaths.",2026-06-24 04:07:24,2026-06-24 05:17:27
863,863,SE/8735,secondary,road,secondary,RURAL,6.799683594000001,,,0-5%,0.21521197007481296,29.1875,37.125,0.021115085943634936,242,1,1,Valid,77.1425623,19.264824,77.1562837,19.3206257,"77.1425623,19.264824,77.1562837,19.3206257",6799.683593753104,4,1,0,0,0,0,0,1,1,0.25,"{""0"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bicycle"": 1}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,8,dense,0,0,7,6,0,0,0,open_land,6,0,0,0,0,unknown,"The road is surrounded by lush greenery and trees, providing shade. The road appears to be in good condition but lacks pedestrian pathways and street lighting.",2026-06-24 04:07:25,2026-06-24 05:17:32
864,864,SE/5657,secondary,road,secondary,RURAL,18.557159885,45,45,0-5%,0.21546134663341646,24,30.5,0,0,1,0,Valid,75.4261911,19.0660649,75.4151724,18.9250582,"75.4261911,19.0660649,75.4151724,18.9250582",18557.159884982604,4,5,10,1,1,1,2,0,2,1.25,"{""0"": {""vehicles"": 2, ""pedestrians"": 2, ""by_class"": {""person"": 2, ""motorcycle"": 2}}, ""90"": {""vehicles"": 2, ""pedestrians"": 1, ""by_class"": {""bus"": 1, ""truck"": 1, ""person"": 1}}, ""180"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""car"": 1}}, ""270"": {""vehicles"": 0, ""pedestrians"": 7, ""by_class"": {""person"": 7}}}",4,1,sparse,2,0,0,3,5,9,8,mixed,6,0,0,0,0,unknown,"The street appears to be in a semi-urban area with a mix of residential and commercial buildings. The road surface is uneven and the presence of pedestrians suggests a degree of walkability, though the lack of lane markings and the general state of the road indicate it may not be ideal for vehicular traffic.",2026-06-24 04:07:25,2026-06-24 05:17:37
865,865,SE/10377,secondary,road,secondary,RURAL,6.390018887,55,55,0-5%,0.21571072319201995,48,62,0.3157552083333333,485,1,0,Valid,74.4628568,20.9033773,74.5068672,20.9368252,"74.4628568,20.9033773,74.5068672,20.9368252",6390.018887372242,4,7,6,2,5,0,0,0,3,1.75,"{""0"": {""vehicles"": 0, ""pedestrians"": 3, ""by_class"": {""person"": 3}}, ""90"": {""vehicles"": 3, ""pedestrians"": 3, ""by_class"": {""person"": 3, ""truck"": 3}}, ""180"": {""vehicles"": 3, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 2}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""bird"": 1, ""kite"": 1, ""car"": 1}}}",4,3,moderate,4,0,7,6,5,7,6,residential_low,7,0,0,0,0,unknown,"The street has a mix of residential and commercial buildings, with some greenery and a pedestrian-friendly environment.",2026-06-24 04:07:26,2026-06-24 05:17:43
866,866,SE/7151,secondary,road,secondary,RURAL,13.179038489,55,55,0-5%,0.21596009975062344,37.583333333333336,48.166666666666664,0.0741733690795353,332,1,0,Valid,78.7322372,21.0505773,78.7621857,21.1377127,"78.7322372,21.0505773,78.7621857,21.1377127",13179.038489173086,4,0,0,0,0,0,0,0,0,0.0,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,7,dense,0,0,7,5,0,0,0,open_land,5,0,0,0,0,unknown,"The road is surrounded by dense greenery and trees, providing shade. The road appears to be unpaved and in moderate condition, with no visible lane markings or footpaths.",2026-06-24 04:07:28,2026-06-24 05:17:48
867,867,PR/1607,primary,road,primary,RURAL,39.856079374000004,55,55,0-5%,0.21620947630922693,39.75,50.5,0.07258064516129033,36,1,0,Valid,77.0864969,20.5592942,77.437941,20.5905616,"77.0864969,20.5592942,77.437941,20.5905616",39856.07937438712,4,5,3,1,1,0,3,0,3,1.25,"{""0"": {""vehicles"": 3, ""pedestrians"": 3, ""by_class"": {""motorcycle"": 3, ""person"": 3}}, ""90"": {""vehicles"": 2, ""pedestrians"": 0, ""by_class"": {""car"": 1, ""truck"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}}",4,5,moderate,0,0,0,7,0,0,0,open_land,0,7,2,0,0,standard,"The road is surrounded by fields and trees, with no visible pedestrian paths or street lighting. The road appears to be in good condition with standard lane markings.",2026-06-24 04:07:29,2026-06-24 05:17:53
868,868,SE/8157,secondary,road,secondary,RURAL,9.247056033000002,55,55,0-5%,0.21645885286783043,23.75,36.5,0.07219375873311598,155,1,0,Valid,75.0628539,17.7912858,75.1348233,17.82544,"75.0628539,17.7912858,75.1348233,17.82544",9247.056032570357,4,1,1,0,0,0,1,0,1,0.25,"{""0"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""90"": {""vehicles"": 0, ""pedestrians"": 1, ""by_class"": {""person"": 1}}, ""180"": {""vehicles"": 0, ""pedestrians"": 0, ""by_class"": {}}, ""270"": {""vehicles"": 1, ""pedestrians"": 0, ""by_class"": {""motorcycle"": 1}}}",4,5,moderate,0,0,0,8,5,5,5,residential_low,3,8,2,0,0,standard,"The road is surrounded by greenery and residential buildings, with a moderate level of walkability and standard lane markings.",2026-06-24 04:07:29,2026-06-24 05:17:58
869,869,SE/9334,secondary,road,secondary,RURAL,7.748732575000001,55,55,0-5%,0.21670822942643392,45.57142857142857,56.785714285714285,0.19131207643595155,1722,1,0,Valid,76.8608044,21.0642815,76.8526195,21.1330395,"76.8608044,21.0642815,76.8526195,21.1330395",7748.732574503457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
